notice,dataset_kind,not_for_publication,citation_permitted,week_id,cutoff_at,profile_id,headline_price_usd,frontier_price_usd,mean_three_price_usd,weight,contribution_percentage_points,price_setter_endpoint_id,price_setter_provider_id,price_setter_creator_id,selected_triple,observation_ids,source_ids
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-19,2026-06-19T16:00:00Z,structured-extraction,0.0056,0.0044,0.0052,0.16666666666666666666666666666666666666666666666667,0,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-19-a-input"",""price-2026-06-19-a-output"",""price-2026-06-19-b-input"",""price-2026-06-19-b-output"",""price-2026-06-19-c-input"",""price-2026-06-19-c-output"",""price-2026-06-19-d-input"",""price-2026-06-19-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-19-a"",""source-price-2026-06-19-b"",""source-price-2026-06-19-c"",""source-price-2026-06-19-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-19,2026-06-19T16:00:00Z,grounded-rag,0.024,0.0196,0.023333333333333333333333333333333333333333333333333,0.16666666666666666666666666666666666666666666666667,0,endpoint-d-v1,provider-d,creator-d,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-19-a-input"",""price-2026-06-19-a-output"",""price-2026-06-19-b-input"",""price-2026-06-19-b-output"",""price-2026-06-19-c-input"",""price-2026-06-19-c-output"",""price-2026-06-19-d-input"",""price-2026-06-19-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-19-a"",""source-price-2026-06-19-b"",""source-price-2026-06-19-c"",""source-price-2026-06-19-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-19,2026-06-19T16:00:00Z,summarization-transformation,0.05,0.043,0.051666666666666666666666666666666666666666666666667,0.16666666666666666666666666666666666666666666666667,0,endpoint-d-v1,provider-d,creator-d,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-19-a-input"",""price-2026-06-19-a-output"",""price-2026-06-19-b-input"",""price-2026-06-19-b-output"",""price-2026-06-19-c-input"",""price-2026-06-19-c-output"",""price-2026-06-19-d-input"",""price-2026-06-19-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-19-a"",""source-price-2026-06-19-b"",""source-price-2026-06-19-c"",""source-price-2026-06-19-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-19,2026-06-19T16:00:00Z,code-repair,0.048,0.048,0.05,0.16666666666666666666666666666666666666666666666667,0,endpoint-b-v1,provider-b,creator-b,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-c-v1""]","[""price-2026-06-19-a-input"",""price-2026-06-19-a-output"",""price-2026-06-19-b-input"",""price-2026-06-19-b-output"",""price-2026-06-19-c-input"",""price-2026-06-19-c-output"",""price-2026-06-19-d-input"",""price-2026-06-19-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-19-a"",""source-price-2026-06-19-b"",""source-price-2026-06-19-c"",""source-price-2026-06-19-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-19,2026-06-19T16:00:00Z,analysis-reasoning,0.012,0.01,0.011733333333333333333333333333333333333333333333333,0.16666666666666666666666666666666666666666666666667,0,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-19-a-input"",""price-2026-06-19-a-output"",""price-2026-06-19-b-input"",""price-2026-06-19-b-output"",""price-2026-06-19-c-input"",""price-2026-06-19-c-output"",""price-2026-06-19-d-input"",""price-2026-06-19-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-19-a"",""source-price-2026-06-19-b"",""source-price-2026-06-19-c"",""source-price-2026-06-19-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-19,2026-06-19T16:00:00Z,tool-workflow,0.108,0.102,0.112,0.16666666666666666666666666666666666666666666666667,0,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-c-v1""]","[""price-2026-06-19-a-input"",""price-2026-06-19-a-output"",""price-2026-06-19-b-input"",""price-2026-06-19-b-output"",""price-2026-06-19-c-input"",""price-2026-06-19-c-output"",""price-2026-06-19-d-input"",""price-2026-06-19-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-19-a"",""source-price-2026-06-19-b"",""source-price-2026-06-19-c"",""source-price-2026-06-19-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-26,2026-06-26T16:00:00Z,structured-extraction,0.0056,0.0044,0.0052,0.16666666666666666666666666666666666666666666666667,0,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-26-a-input"",""price-2026-06-26-a-output"",""price-2026-06-26-b-input"",""price-2026-06-26-b-output"",""price-2026-06-26-c-input"",""price-2026-06-26-c-output"",""price-2026-06-26-d-input"",""price-2026-06-26-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-26-a"",""source-price-2026-06-26-b"",""source-price-2026-06-26-c"",""source-price-2026-06-26-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-26,2026-06-26T16:00:00Z,grounded-rag,0.024,0.0196,0.023333333333333333333333333333333333333333333333333,0.16666666666666666666666666666666666666666666666667,0,endpoint-d-v1,provider-d,creator-d,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-26-a-input"",""price-2026-06-26-a-output"",""price-2026-06-26-b-input"",""price-2026-06-26-b-output"",""price-2026-06-26-c-input"",""price-2026-06-26-c-output"",""price-2026-06-26-d-input"",""price-2026-06-26-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-26-a"",""source-price-2026-06-26-b"",""source-price-2026-06-26-c"",""source-price-2026-06-26-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-26,2026-06-26T16:00:00Z,summarization-transformation,0.05,0.043,0.051666666666666666666666666666666666666666666666667,0.16666666666666666666666666666666666666666666666667,0,endpoint-d-v1,provider-d,creator-d,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-26-a-input"",""price-2026-06-26-a-output"",""price-2026-06-26-b-input"",""price-2026-06-26-b-output"",""price-2026-06-26-c-input"",""price-2026-06-26-c-output"",""price-2026-06-26-d-input"",""price-2026-06-26-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-26-a"",""source-price-2026-06-26-b"",""source-price-2026-06-26-c"",""source-price-2026-06-26-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-26,2026-06-26T16:00:00Z,code-repair,0.048,0.048,0.05,0.16666666666666666666666666666666666666666666666667,0,endpoint-b-v1,provider-b,creator-b,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-c-v1""]","[""price-2026-06-26-a-input"",""price-2026-06-26-a-output"",""price-2026-06-26-b-input"",""price-2026-06-26-b-output"",""price-2026-06-26-c-input"",""price-2026-06-26-c-output"",""price-2026-06-26-d-input"",""price-2026-06-26-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-26-a"",""source-price-2026-06-26-b"",""source-price-2026-06-26-c"",""source-price-2026-06-26-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-26,2026-06-26T16:00:00Z,analysis-reasoning,0.012,0.01,0.011733333333333333333333333333333333333333333333333,0.16666666666666666666666666666666666666666666666667,0,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-06-26-a-input"",""price-2026-06-26-a-output"",""price-2026-06-26-b-input"",""price-2026-06-26-b-output"",""price-2026-06-26-c-input"",""price-2026-06-26-c-output"",""price-2026-06-26-d-input"",""price-2026-06-26-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-26-a"",""source-price-2026-06-26-b"",""source-price-2026-06-26-c"",""source-price-2026-06-26-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-06-26,2026-06-26T16:00:00Z,tool-workflow,0.108,0.102,0.112,0.16666666666666666666666666666666666666666666666667,0,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-c-v1""]","[""price-2026-06-26-a-input"",""price-2026-06-26-a-output"",""price-2026-06-26-b-input"",""price-2026-06-26-b-output"",""price-2026-06-26-c-input"",""price-2026-06-26-c-output"",""price-2026-06-26-d-input"",""price-2026-06-26-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-06-26-a"",""source-price-2026-06-26-b"",""source-price-2026-06-26-c"",""source-price-2026-06-26-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-07-03,2026-07-03T16:00:00Z,structured-extraction,0.0028,0.0022,0.0026666666666666666666666666666666666666666666666667,0.16666666666666666666666666666666666666666666666667,-1.1308562197092084006462035541195476575121163166398,endpoint-d-v1,provider-d,creator-d,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-07-03-a-input"",""price-2026-07-03-a-output"",""price-2026-07-03-b-input"",""price-2026-07-03-b-output"",""price-2026-07-03-c-input"",""price-2026-07-03-c-output"",""price-2026-07-03-d-input"",""price-2026-07-03-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-07-03-a"",""source-price-2026-07-03-b"",""source-price-2026-07-03-c"",""source-price-2026-07-03-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-07-03,2026-07-03T16:00:00Z,grounded-rag,0.012,0.0098,0.011933333333333333333333333333333333333333333333333,0.16666666666666666666666666666666666666666666666667,-4.8465266558966074313408723747980613893376413570274,endpoint-d-v1,provider-d,creator-d,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-07-03-a-input"",""price-2026-07-03-a-output"",""price-2026-07-03-b-input"",""price-2026-07-03-b-output"",""price-2026-07-03-c-input"",""price-2026-07-03-c-output"",""price-2026-07-03-d-input"",""price-2026-07-03-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-07-03-a"",""source-price-2026-07-03-b"",""source-price-2026-07-03-c"",""source-price-2026-07-03-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-07-03,2026-07-03T16:00:00Z,summarization-transformation,0.025,0.0215,0.026333333333333333333333333333333333333333333333333,0.16666666666666666666666666666666666666666666666667,-10.096930533117932148626817447495961227786752827141,endpoint-d-v1,provider-d,creator-d,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-07-03-a-input"",""price-2026-07-03-a-output"",""price-2026-07-03-b-input"",""price-2026-07-03-b-output"",""price-2026-07-03-c-input"",""price-2026-07-03-c-output"",""price-2026-07-03-d-input"",""price-2026-07-03-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-07-03-a"",""source-price-2026-07-03-b"",""source-price-2026-07-03-c"",""source-price-2026-07-03-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-07-03,2026-07-03T16:00:00Z,code-repair,0.027,0.024,0.0286,0.16666666666666666666666666666666666666666666666667,-8.4814216478190630048465266558966074313408723747982,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-07-03-a-input"",""price-2026-07-03-a-output"",""price-2026-07-03-b-input"",""price-2026-07-03-b-output"",""price-2026-07-03-c-input"",""price-2026-07-03-c-output"",""price-2026-07-03-d-input"",""price-2026-07-03-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-07-03-a"",""source-price-2026-07-03-b"",""source-price-2026-07-03-c"",""source-price-2026-07-03-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-07-03,2026-07-03T16:00:00Z,analysis-reasoning,0.0065,0.005,0.0060333333333333333333333333333333333333333333333333,0.16666666666666666666666666666666666666666666666667,-2.2213247172859450726978998384491114701130856219709,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-07-03-a-input"",""price-2026-07-03-a-output"",""price-2026-07-03-b-input"",""price-2026-07-03-b-output"",""price-2026-07-03-c-input"",""price-2026-07-03-c-output"",""price-2026-07-03-d-input"",""price-2026-07-03-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-07-03-a"",""source-price-2026-07-03-b"",""source-price-2026-07-03-c"",""source-price-2026-07-03-d""]"
SYNTHETIC KAPI PROTOTYPE — NOT AN OFFICIAL OR PUBLISHED INDEX,synthetic,True,False,week-2026-07-03,2026-07-03T16:00:00Z,tool-workflow,0.06,0.051,0.061,0.16666666666666666666666666666666666666666666666667,-19.38610662358642972536348949919224555735056542811,endpoint-a-v1,provider-a,creator-a,"[""endpoint-a-v1"",""endpoint-b-v1"",""endpoint-d-v1""]","[""price-2026-07-03-a-input"",""price-2026-07-03-a-output"",""price-2026-07-03-b-input"",""price-2026-07-03-b-output"",""price-2026-07-03-c-input"",""price-2026-07-03-c-output"",""price-2026-07-03-d-input"",""price-2026-07-03-d-output""]","[""source-capability-a"",""source-capability-b"",""source-capability-c"",""source-capability-d"",""source-price-2026-07-03-a"",""source-price-2026-07-03-b"",""source-price-2026-07-03-c"",""source-price-2026-07-03-d""]"
